Region/Country/Area,,Year,Series,Value,Footnotes,Source
120,Cameroon,2008,Pupil-teacher ratio in secondary education,26.3006,,United Nations Educational
120,Cameroon,2008,Teachers at tertiary level (thousands),3.834,,United Nations Educational
120,Cameroon,2008,Pupil-teacher ratio in tertiary education,38.5057,,United Nations Educational
120,Cameroon,2010,Teachers at primary level (thousands),76.655,,United Nations Educational
120,Cameroon,2010,Pupil-teacher ratio in primary education,45.7947,,United Nations Educational
120,Cameroon,2010,Teachers at tertiary level (thousands),4.235,Estimate.,United Nations Educational
120,Cameroon,2010,Pupil-teacher ratio in tertiary education,52.0262,Estimate.,United Nations Educational
120,Cameroon,2014,Teachers at primary level (thousands),93.738,,United Nations Educational
120,Cameroon,2014,Pupil-teacher ratio in primary education,44.1953,,United Nations Educational
120,Cameroon,2014,Teachers at secondary level (thousands),97.921,,United Nations Educational
120,Cameroon,2014,Pupil-teacher ratio in secondary education,20.4254,,United Nations Educational
120,Cameroon,2014,Teachers at tertiary level (thousands),6.69,Estimate.,United Nations Educational
120,Cameroon,2014,Pupil-teacher ratio in tertiary education,52.2804,Estimate.,United Nations Educational
120,Cameroon,2015,Teachers at primary level (thousands),105.388,,United Nations Educational
120,Cameroon,2015,Pupil-teacher ratio in primary education,41.4657,,United Nations Educational
120,Cameroon,2015,Teachers at secondary level (thousands),106.119,,United Nations Educational
120,Cameroon,2015,Pupil-teacher ratio in secondary education,19.8671,,United Nations Educational
120,Cameroon,2016,Teachers at primary level (thousands),104.86,,United Nations Educational
120,Cameroon,2016,Pupil-teacher ratio in primary education,42.7354,,United Nations Educational
120,Cameroon,2016,Teachers at secondary level (thousands),114.601,,United Nations Educational
120,Cameroon,2016,Pupil-teacher ratio in secondary education,19.2571,,United Nations Educational
120,Cameroon,2018,Teachers at primary level (thousands),93.723,,United Nations Educational
120,Cameroon,2018,Pupil-teacher ratio in primary education,44.8341,,United Nations Educational
124,Canada,2000,Teachers at primary level (thousands),141.045,,United Nations Educational
124,Canada,2000,Pupil-teacher ratio in primary education,17.416,,United Nations Educational
124,Canada,2010,Teachers at tertiary level (thousands),207.0626,Estimate.,United Nations Educational
124,Canada,2010,Pupil-teacher ratio in tertiary education,6.9069,Estimate.,United Nations Educational
124,Canada,2015,Teachers at tertiary level (thousands),204.765,Estimate.,United Nations Educational
124,Canada,2015,Pupil-teacher ratio in tertiary education,7.6386,Estimate.,United Nations Educational
124,Canada,2016,Teachers at tertiary level (thousands),173.685,Estimate.,United Nations Educational
124,Canada,2016,Pupil-teacher ratio in tertiary education,9.174,Estimate.,United Nations Educational
136,Cayman Islands,2001,Teachers at primary level (thousands),0.234,,United Nations Educational
136,Cayman Islands,2001,Pupil-teacher ratio in primary education,15.1667,,United Nations Educational
136,Cayman Islands,2001,Teachers at secondary level (thousands),0.239,Estimate.,United Nations Educational
136,Cayman Islands,2001,Pupil-teacher ratio in secondary education,9.7782,Estimate.,United Nations Educational
136,Cayman Islands,2001,Teachers at tertiary level (thousands),0.027,Estimate.,United Nations Educational
136,Cayman Islands,2001,Pupil-teacher ratio in tertiary education,18.8148,Estimate.,United Nations Educational
136,Cayman Islands,2005,Teachers at primary level (thousands),0.253,,United Nations Educational
136,Cayman Islands,2005,Pupil-teacher ratio in primary education,12.8063,,United Nations Educational
136,Cayman Islands,2005,Teachers at secondary level (thousands),0.275,Estimate.,United Nations Educational
136,Cayman Islands,2005,Pupil-teacher ratio in secondary education,10.2691,Estimate.,United Nations Educational
136,Cayman Islands,2008,Teachers at primary level (thousands),0.309,,United Nations Educational
136,Cayman Islands,2008,Pupil-teacher ratio in primary education,12.0906,,United Nations Educational
136,Cayman Islands,2008,Teachers at secondary level (thousands),0.361,,United Nations Educational
136,Cayman Islands,2008,Pupil-teacher ratio in secondary education,8.8587,,United Nations Educational
136,Cayman Islands,2008,Teachers at tertiary level (thousands),0.034,,United Nations Educational
136,Cayman Islands,2008,Pupil-teacher ratio in tertiary education,26.8235,,United Nations Educational
136,Cayman Islands,2012,Teachers at primary level (thousands),0.303,,United Nations Educational
136,Cayman Islands,2012,Pupil-teacher ratio in primary education,13.3102,,United Nations Educational
136,Cayman Islands,2012,Teachers at secondary level (thousands),0.626,,United Nations Educational
136,Cayman Islands,2012,Pupil-teacher ratio in secondary education,5.2748,,United Nations Educational
136,Cayman Islands,2013,Teachers at primary level (thousands),0.303,,United Nations Educational
136,Cayman Islands,2013,Pupil-teacher ratio in primary education,13.0363,,United Nations Educational
136,Cayman Islands,2018,Teachers at primary level (thousands),0.273,,United Nations Educational
136,Cayman Islands,2018,Pupil-teacher ratio in primary education,15.7473,,United Nations Educational
136,Cayman Islands,2018,Teachers at secondary level (thousands),0.317,,United Nations Educational
136,Cayman Islands,2018,Pupil-teacher ratio in secondary education,10.9653,,United Nations Educational
140,Central African Republic,2000,Teachers at tertiary level (thousands),0.325,,United Nations Educational
140,Central African Republic,2000,Pupil-teacher ratio in tertiary education,19.4554,,United Nations Educational
140,Central African Republic,2005,Teachers at primary level (thousands),4.653,,United Nations Educational
140,Central African Republic,2005,Pupil-teacher ratio in primary education,88.6269,,United Nations Educational
140,Central African Republic,2009,Teachers at primary level (thousands),6.427,,United Nations Educational
140,Central African Republic,2009,Pupil-teacher ratio in primary education,94.6126,,United Nations Educational
140,Central African Republic,2009,Teachers at secondary level (thousands),1.166,,United Nations Educational
140,Central African Republic,2009,Pupil-teacher ratio in secondary education,80.0523,,United Nations Educational
140,Central African Republic,2009,Teachers at tertiary level (thousands),0.34,,United Nations Educational
140,Central African Republic,2009,Pupil-teacher ratio in tertiary education,30.6677,,United Nations Educational
140,Central African Republic,2010,Teachers at primary level (thousands),7.553,,United Nations Educational
140,Central African Republic,2010,Pupil-teacher ratio in primary education,84.3203,,United Nations Educational
140,Central African Republic,2010,Teachers at secondary level (thousands),1.653,,United Nations Educational
140,Central African Republic,2011,Teachers at primary level (thousands),7.974,,United Nations Educational
140,Central African Republic,2011,Pupil-teacher ratio in primary education,81.3105,,United Nations Educational
140,Central African Republic,2011,Teachers at secondary level (thousands),1.886,,United Nations Educational
140,Central African Republic,2011,Pupil-teacher ratio in secondary education,66.8171,,United Nations Educational
140,Central African Republic,2011,Teachers at tertiary level (thousands),0.384,,United Nations Educational
140,Central African Republic,2011,Pupil-teacher ratio in tertiary education,34.6068,,United Nations Educational
140,Central African Republic,2012,Teachers at primary level (thousands),8.267,,United Nations Educational
140,Central African Republic,2012,Pupil-teacher ratio in primary education,80.1158,,United Nations Educational
140,Central African Republic,2012,Teachers at secondary level (thousands),1.848,,United Nations Educational
140,Central African Republic,2012,Pupil-teacher ratio in secondary education,68.1315,,United Nations Educational
140,Central African Republic,2016,Teachers at primary level (thousands),9.756,,United Nations Educational
140,Central African Republic,2016,Pupil-teacher ratio in primary education,83.412,,United Nations Educational
140,Central African Republic,2016,Teachers at secondary level (thousands),3.433,,United Nations Educational
140,Central African Republic,2016,Pupil-teacher ratio in secondary education,34.6295,,United Nations Educational
140,Central African Republic,2017,Teachers at secondary level (thousands),4.357,,United Nations Educational
140,Central African Republic,2017,Pupil-teacher ratio in secondary education,31.6374,,United Nations Educational
148,Chad,2005,Teachers at primary level (thousands),19.989,,United Nations Educational
148,Chad,2005,Pupil-teacher ratio in primary education,63.1544,,United Nations Educational
148,Chad,2005,Teachers at secondary level (thousands),7.312,Estimate.,United Nations Educational
148,Chad,2005,Pupil-teacher ratio in secondary education,33.5457,Estimate.,United Nations Educational
148,Chad,2005,Teachers at tertiary level (thousands),1.306,,United Nations Educational
148,Chad,2005,Pupil-teacher ratio in tertiary education,9.474,,United Nations Educational
148,Chad,2009,Teachers at primary level (thousands),27.388,,United Nations Educational
148,Chad,2009,Pupil-teacher ratio in primary education,61.0196,,United Nations Educational
148,Chad,2009,Teachers at secondary level (thousands),13.043,,United Nations Educational
148,Chad,2009,Pupil-teacher ratio in secondary education,32.3305,,United Nations Educational
148,Chad,2009,Teachers at tertiary level (thousands),2.372,,United Nations Educational
148,Chad,2009,Pupil-teacher ratio in tertiary education,8.5978,,United Nations Educational
148,Chad,2010,Teachers at primary level (thousands),27.764,,United Nations Educational
148,Chad,2010,Pupil-teacher ratio in primary education,62.2039,,United Nations Educational
148,Chad,2010,Teachers at secondary level (thousands),13.253,,United Nations Educational
148,Chad,2010,Pupil-teacher ratio in secondary education,32.4744,,United Nations Educational
148,Chad,2015,Teachers at primary level (thousands),40.872,,United Nations Educational
148,Chad,2015,Pupil-teacher ratio in primary education,55.5418,,United Nations Educational
148,Chad,2015,Teachers at secondary level (thousands),18.696,,United Nations Educational
148,Chad,2015,Pupil-teacher ratio in secondary education,27.4523,,United Nations Educational
148,Chad,2015,Teachers at tertiary level (thousands),1.585,,United Nations Educational
148,Chad,2015,Pupil-teacher ratio in tertiary education,26.3855,,United Nations Educational
148,Chad,2016,Teachers at primary level (thousands),38.905,,United Nations Educational
148,Chad,2016,Pupil-teacher ratio in primary education,56.8879,,United Nations Educational
148,Chad,2016,Teachers at secondary level (thousands),19.721,,United Nations Educational
148,Chad,2016,Pupil-teacher ratio in secondary education,27.1341,,United Nations Educational
152,Chile,2005,Teachers at primary level (thousands),66.06,,United Nations Educational
152,Chile,2005,Pupil-teacher ratio in primary education,26.0513,,United Nations Educational
152,Chile,2005,Teachers at secondary level (thousands),65.813,,United Nations Educational
152,Chile,2005,Pupil-teacher ratio in secondary education,24.7687,,United Nations Educational
152,Chile,2010,Teachers at primary level (thousands),66.059,,United Nations Educational
152,Chile,2010,Pupil-teacher ratio in primary education,23.4115,,United Nations Educational
152,Chile,2010,Teachers at secondary level (thousands),69.434,,United Nations Educational
152,Chile,2010,Pupil-teacher ratio in secondary education,21.8657,,United Nations Educational
152,Chile,2015,Teachers at primary level (thousands),80.398,,United Nations Educational
152,Chile,2015,Pupil-teacher ratio in primary education,18.3778,,United Nations Educational
152,Chile,2015,Teachers at secondary level (thousands),79.5358,,United Nations Educational
152,Chile,2015,Pupil-teacher ratio in secondary education,19.4419,,United Nations Educational
152,Chile,2017,Teachers at primary level (thousands),85.1296,,United Nations Educational
152,Chile,2017,Pupil-teacher ratio in primary education,17.7936,,United Nations Educational
